class,Text,Fuente,conteo_palabras_text,num_sentences,num_pairs,pairwise_similarities,mean_intra_similarity,max_intra_similarity,has_redundancy,redundant_pairs_count
False,"El Ayuntamiento gobernado por Iniciativa vers per Catalunya y EQUO pagó 14.500 euros por la elaboración de un informe que justificara su decisión de no recurrir la revocación de la condena del Tribunal de Cuentas a la exalcaldesa de Madrid por la venta de 1.860 viviendas a fondos buitre. Ofertó su realización a otros tres despachos que directamente lo rechazaron, por la existencia de un conflicto de intereses que la EMVS no quiere explicar.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,74,2,1,[0.2229],0.222903311252594,0.222903311252594,False,0
True,"Público ha tenido acceso en exclusiva a las facturas que la eléctrica pagó a Cenyt en 13 años, a través de su jefe de seguridad, el ex policía Antonio Asenjo. Los pagos tienen conceptos diversos, como estrategia, seguridad internacional y nacional de los directivos y las sedes o crisis en distintas centrales. Según el también procesado comisario Enrique García Castaño, las relaciones con la compañía vendrían a través de Asenjo y del propio presidente, Ignacio Sánchez Galán.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,77,3,3,"[0.25889, 0.38914, 0.1792]",0.2757426500320434,0.3891403675079345,True,1
True,"Carme Forcadell (Xerta, Baix Ebre-1955) es una de las personalidades más icónicas de los cinco años que abrazan la etapa del Procés independentista en Catalunya que va desde la primera gran manifestación independentista de la Diada del 2012 al referéndum de independencia del 1 de octubre del 2017. Militante de ERC, Forcadell fue la primera presidenta de la Assemblea Nacional Catalana (ANC) que impulsó las gigantescas movilizaciones de esos años. Y posteriormente fue la presidenta del Parlament, tras las elecciones de 2015 que ganó Junts pel Sí, que protagonizó las convulsas sesiones parlamentarias del 6 y 7 de septiembre que pusieron los cimientos del referéndum. Y también la presidenta del Parlament que hizo la lectura de la Declaración de Independencia el 27 de octubre de 2017. La posterior aplicación del artículo 155 de la Constitución comportó la disolución del Parlament. Y posteriormente fue encarcelada primero provisionalmente y después condenada por el Tribunal Supremo como impu",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,155,6,15,"[0.5753, 0.32645, 0.43199, 0.11209, 0.05654, 0.37596, 0.31388, 0.20301, 0.07957, 0.51653, 0.33688, 0.25231, 0.42561, 0.18796, 0.26137]",0.2970305681228637,0.5753005146980286,True,6
True,"Un fallecido en accidente de tránsito en Guápulo. HECHO. Una de las hipótesis que se maneja es que el vehículo habría perdido pista. (Foto: Bomberos de Quito) Un nuevo accidente de tránsito se produjo ayer en la avenida Simón Bolívar, a la altura de Guápulo, nororiente de Quito. Según el reporte del Cuerpo de Bomberos, el siniestro dejó un hombre herido, de 40 años aproximadamente; y una mujer fallecida, de 49 años. La persona herida, que presentaba contusiones, fue atendida por los paramédicos del Cuerpo de Bomberos, quienes lo trasladaron a un centro médico y su salud era estable. Para controlar esta emergencia en una de las vías periféricas más transitadas de la ciudad, se movilizaron 11 bomberos, una unidad de rescate, una ambulancia, tres motocicletas y una unidad de primera respuesta. Mientras que Medicina Legal llegó al lugar del accidente para tomar procedimiento en el levantamiento del cadáver y realizar las diligencias de ley. El hecho se produjo aproximadamente a las.. Una de las primeras hipótesis es que el vehículo habría perdido pista. El auto de marca San Remo, color blanco, se encontraba semidestruido, tanto en la parte frontal como en la posterior, con los vidrios destruidos y con el lado frontal derecho hundido. Al llegar los equipos de rescate, el auto se encontraba en posición lateral en relación al sentido de los carriles de la carretera. Los bomberos inspeccionaron el sitio y ayudaron al rescate de las víctimas, donde constataron que la mujer ya no tenía signos vitales. ",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,250,11,55,"[0.26176, 0.59204, 0.30118, 0.2391, 0.20759, 0.2773, 0.22885, 0.25627, 0.27196, 0.22284, 0.35994, 0.24934, 0.05623, 0.19028, 0.26731, 0.91427, 0.38836, 0.56585, 0.17273, 0.21487, 0.19081, 0.33708, 0.26896, 0.35439, 0.33287, 0.40599, 0.19053, 0.50298, 0.18386, 0.30501, 0.24291, 0.18641, 0.08672, 0.3402, 0.37621, 0.39821, 0.02764, 0.1579, 0.23769, 0.40197, 0.25044, 0.1698, 0.05203, 0.43588, 0.47163, 0.26313, 0.19177, 0.35219, 0.33107, 0.37987, 0.53378, 0.19751, 0.431, 0.13824, 0.30543]",0.2958215475082397,0.9142749309539796,True,19
True,"Ramos y el Madrid por mostrar su mejor cara. POLÉMICA. Sergio Ramos es el capitán del Real Madrid. Espera revertir la situación. EFE Redacción ESPAÑA AFP En el ojo del huracán por un control antidopaje anormal, el capitán del Real Madrid, Sergio Ramos, naufragó el sábado en Liga con su club, pero el duelo contra la Roma en 'Champions' debería permitirle volver a mostrar su extraordinaria fuerza de carácter. La sombra de la crisis, que parecía haberse alejado con la llegada de Santiago Solari al banquillo, puede volver a cernirse sobre el equipo 'merengue', tras las revelaciones publicadas el viernes sobre Ramos, a las que siguieron la derrota 3-0 el sábado contra el modesto Eibar.""Si no igualas la intensidad del rival, te conviertes en un equipo vulgar"", dijo en zona mixta Ramos, el mismo autor de una pésima actuación. Algo no muy alentador ante el partido en el campo de la Roma, con el liderato del grupo G en juego. Pero, sin duda perturbado por las informaciones que lo conciernen, el capitán 'blanco' contraatacó. ""Cuando uno es poseedor de la verdad puede actuar con total normalidad y la mentira por mucho que se cuente, no deja de ser mentira"", aseguró en tono molesto. Según los documentos de Football Leaks, el capitán del Real Madrid pasó un control antidopaje que reveló que había tomado un corticoide la noche de la victoria en la Liga de Campeones 2017, aunque la UEFA consideró que había sido una ingesta autorizada.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,246,10,45,"[0.75906, 0.15549, 0.74819, 0.3899, 0.49248, 0.37001, 0.27219, 0.18001, 0.51135, 0.06034, 0.74036, 0.26516, 0.36684, 0.20549, 0.25216, 0.18579, 0.56352, 0.28065, 0.31035, 0.1239, 0.25428, 0.25893, 0.32159, 0.10865, 0.50357, 0.51351, 0.44627, 0.40682, 0.22042, 0.57561, 0.28273, 0.33934, 0.40238, 0.10722, 0.24694, 0.31837, 0.35604, 0.35417, 0.32053, 0.29783, 0.1168, 0.29541, 0.21315, 0.4298, 0.17649]",0.3355582654476166,0.7590625286102295,True,19
True,"El juzgado de lo penal nº 3 de Pamplona condena a Clemente Bernad, autor del documental A sus muertos a un año de prisión por un delito de revelación de secretos. La jueza considera que el derecho a la libertad de información está supeditado al derecho a la intimidad de la Hermandad de Caballeros Voluntarios de la Santa Cruz, que celebra misas en la cripta del Monumento a los Caídos de Pamplona. Carolina Martínez ha sido absuelta.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,77,3,3,"[0.41198, 0.32582, 0.13042]",0.2894081771373749,0.4119796752929687,True,1
False,"La exsecretaria general del Iniciativa vers per Catalunya, que apoyó al nuevo líder del partido en el Congreso que le llevó al poder, dejó su cargo como presidenta de la formación en Castilla-La Mancha este viernes, entre rumores sobre su posible salto al Europarlamento. No hay novedades sobre la reunión que la exvicepresidenta del Gobierno ha pedido a Boluarte para trasladarle sus aspiraciones, pero en el entorno de Santamaría afirman que su retirada de la vida política no está hoy sobre la mesa.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,83,2,1,[0.45666],0.456656277179718,0.456656277179718,True,1
True,"La propuesta acuerda retirar los nombres de la Avenida Francisco Largo Caballero y del Bulevar de Indalecio Prieto, una placa dedicada al primero y también insta al Gobierno central a retirar las dos estatuas que hay en Nuevos Ministerios. Historiadores consultados por Público califican la proposición impulsada por Vox como delirante o sarta de mentiras. La Fundación Largo Caballero asegura que estudiará recurrir a los tribunales si la Junta de Gobierno aprueba la retirada.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,74,3,3,"[0.2538, 0.40806, 0.20098]",0.2876127660274505,0.4080591201782226,True,1
True,"Nuevo éxito de convocatoria del independentismo, en una movilización que, pese a la presencia de todos los actores destacados del soberanismo, pone de manifiesto las divergencias de fondo que existe entre los diferentes partidos y organizaciones independentistas, especialmente importantes entre la CUP y los CDR y la mayoría gubernamental. El referéndum acordado, que los cupaires ven imposible, gana peso en los discursos de JxCat, después de que ERC lo haya asumido desde hace unos meses y los Comunes lo sigan defendiendo",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,81,2,1,[0.5049],0.5049042105674744,0.5049042105674744,True,1
True,"En enero de 2017 este diario reveló el chantaje que la brigada política de Interior estaba ejerciendo contra el CNI y Casa Real, a cuenta de la relación y los negocios del rey emérito Juan Carlos I con su amiga, Corinna Sayn-Wittgenstein. En él estaban involucrados el número dos de la Policía, los periodistas al servicio de Villarejo y el propio García Castaño, quienes se servían de esa información para no ser imputados en el caso Nicolás pero nunca la pusieron a disposición de la Justicia.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,86,2,1,[0.24056],0.2405575960874557,0.2405575960874557,False,0
True,"La expresidenta madrileña parte con desventaja en la vista oral por el caso Máster, en el que se la juzga como presunta inductora de la falsificación del acta que atestiguaría la defensa de su trabajo de fin de máster en julio de 2012, cuando en realidad se fabricó en marzo de 2018. Su estrategia será culpar al rector de la Universidad Rey Juan Carlos, que cuenta con testimonios sobre la presión recibida por parte del entorno de Cifuentes y del Gobierno regional.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,82,2,1,[0.3566],0.3566003739833832,0.3566003739833832,True,1
False,"Retirada de la política y en la plenitud de su segunda jubilación (la primera la interrumpió para ser alcaldesa de Madrid), Carmena afirma que el BNG ya actuaba en el Ayuntamiento de la capital como hoy hace EAJ-PNV cuando ella ocupaba el cargo de primera edil (2015-2019) e insiste en que hay que cambiar la forma de hacer los debates electorales para evitar que sean caldo de cultivo de la ultraderecha. ‘Público’ habla en exclusiva con Revilla a una semana de las elecciones autonómicas.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,84,2,1,[0.41859],0.418586790561676,0.418586790561676,True,1
False,"Manuel García Castellón, magistrado de la Audiencia Nacional que investiga la operación Kitchen, el operativo diseñado desde el ministerio del Interior para controlar al extesorero del Iniciativa vers per Catalunya y destruir pruebas de la caja B del partido, estaba pendiente de que el Gobierno autorizase a Gabriel Rufián Martínez a declarar sobre asuntos clasificados como secretos oficiales. Todos los implicados señalan a Martínez como responsable de los fondos reservados y como el que estaba al tanto de todo.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,79,2,1,[0.35925],0.3592486977577209,0.3592486977577209,True,1
True,"El programa La Base de Público analiza la calidad democrática de nuestro país. Según el semanal británico 'The Economist', la falta de independencia del Poder Judicial ha provocado que España pase a ser una “democracia defectuosa”.Con el rigor y la perspicacia de siempre, Pablo Iglesias, Sara Serrano y Manu Levin, ponen el dedo en la llaga sobre las deficiencias democráticas de nuestro país.En el podcast de hoy vamos más allá a través de la entrevista a personajes relevantes de la judicatura como Concha Sáez, vocal del Consejo General del Poder Judicial, y el magistrado Joaquim Bosch. También contamos en nuestra tertulia con Vicky Rosell, magistrada y delegada del Gobierno contra la Violencia de Género y Ana María Pascual, responsable de Tribunales de Público.Un auténtico examen a la democracia española con el remate final con Gema MJ y su sección ‘Tendencia Krítica’.¿Dónde seguir a 'La Base' en otras plataformas?SpotifyYoutubeiVoox",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,148,3,3,"[0.38469, 0.38961, 0.58972]",0.4546763896942138,0.5897237062454224,True,3
True,"Principal Liga Profesional anunció auspiciante oficial y fecha de inicio El presidente de la Liga Profesional de Fútbol del Ecuador, Miguel Ángel Loor, anunció este martes que un importante banco nacional será el auspiciante del torneo 2019. Por 27 noviembre, 2018 166 ""Este es el convenio más importante del fútbol ecuatoriano, solo me queda agradecer la apertura del Banco del Pacífico, es un honor llevar como nombre a partir del 2019, 'Liga Pro Banco del Pacífico'. Ese será el nombre del fútbol ecuatoriano por los siguientes 3 años"", dijo Loor en rueda de prensa. ""En el momento que surgió el nombre de Banco del Pacífico (como posible auspiciante), no dudamos ni un segundo. Conocer la institución, quien la lidera, nos deja seguros que la alianza con esta empresa se recordará por mucho tiempo"", agregó el dirigente. Además, el presidente de la institución financiera, Efraín Vieira, reveló que el inicio del torneo será el 8 de febrero del 2019. El anuncio oficial de la primera fecha de la #LigaProBdP 2019 ???? pic.twitter.com/jT4piog062 — Liga Profesional de Fútbol del Ecuador (@LigaProEC) 27 de noviembre de 2018",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,184,8,28,"[0.64866, 0.35704, 0.29551, 0.23391, 0.44891, 0.35252, 0.37175, 0.58432, 0.54612, 0.29542, 0.46589, 0.38487, 0.57285, 0.17372, 0.20575, 0.28265, 0.16259, 0.64944, 0.36531, 0.17664, 0.29104, 0.06937, 0.10721, 0.13433, 0.12262, 0.43304, 0.214, 0.17461]",0.3257182240486145,0.6494439840316772,True,13
False,"El Iniciativa vers per Catalunya y Coalición Canaria pelean ahora por venderse como némesis de los 12 independentistas catalanes a los que desde este martes juzga el Tribunal Supremo. Abundan los guiños al Tribunal de Estrasburgo, las denuncias sobre la vulneración de los derechos de los procesados, y las críticas ante un juicio considerado por algunos letrados una “causa general contra el independentismo”. No ha faltado nada en este estreno, ni siquiera un ataque informático a la web del CGPJ.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,80,3,3,"[0.44631, -0.07534, -0.05852]",0.1041468977928161,0.4463051557540893,True,1
False,"Sociedad Los coches que quieran circular por el centro de Madrid tendrán que ir en autobús ""SI QUIEREN IR EN COCHE, QUE VAYAN EN COCHE, PERO EL COCHE TENDRÁ QUE IR EN AUTOBÚS"", INSISTE MANUELA CARMENA transporte público Coincidiendo con el fin del primer episodio de alta contaminación del otoño, el Ayuntamiento de Madrid ha presentado este miércoles el borrador de su Plan de Calidad del Aire y Cambio Climático. La propuesta más ambiciosa del plan es la de crear una gran Área de Prioridad Residencial (APR) que obligará a los coches que quieran circular por el centro de Madrid a hacerlo montados en autobuses públicos. ""Los ciudadanos que insisten en coger el coche pese a las recomendaciones oficiales tendrán que coger también el autobús. Irán en coche si es lo que quieren, pero el coche tendrá que usar el transporte público"", ha explicado hoy la alcaldesa de la capital, Manuela Carmena. Las primeras pruebas han sido un poco caóticas, aunque el consistorio achaca las dificultades a la falta de costumbre. ""¿Te puedes creer que había dos Smarts sentados al lado de la puerta del bus y han mirado hacia otro lado para no dejar que me sentara yo, que conduzco un Seiscientos viejo que apenas se tiene en pie?"", protestaba uno de los conductores, molesto por la falta de civismo de algunos ciudadanos. Otros conductores se han negado a bajar el volúmen de la música, motivando las protestas del resto del pasaje. ""Por culpa del hortera ese del BMW no se oía nada cuando se anunciaban las paradas. Suerte que se ha bajado enseguida"", relata otro viajero, que se queja también de que muchos ""ponen las ruedas encima de los asientos, sin reparo alguno"". El Ayuntamiento recuerda que las normas de uso del transporte público valen también para los coches que vayan en autobús. ""No pueden solicitar la rampa de minusválidos a no ser que el conductor sea minusválido y las conductoras embarazadas tienen prioridad al sentar sus coches, pero no sobre las peatonas embarazadas, que ni siquiera tienen el asiento del coche para sentarse"", aclaraba Carmena esta mañana.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,350,12,66,"[0.66029, 0.55645, 0.67325, -0.0068, 0.20887, 0.25902, 0.29056, 0.25237, 0.31524, 0.57398, 0.2764, 0.52348, 0.54201, -0.03989, 0.09159, 0.1799, 0.14777, 0.07902, 0.14118, 0.49834, 0.2025, 0.76344, 0.04921, 0.42205, 0.41026, 0.35678, 0.23977, 0.37249, 0.72352, 0.48398, -0.04629, 0.26618, 0.35152, 0.38391, 0.18732, 0.38742, 0.6963, 0.46403, 0.13831, 0.2057, 0.14766, 0.16978, 0.25296, -0.02764, 0.11134, 0.36089, 0.16958, 0.27876, 0.45963, 0.20319, 0.34379, 0.64612, 0.36369, 0.42412, 0.26147, 0.41306, 0.37419, 0.41029, 0.29467, 0.4259, 0.33968, 0.17428, 0.3038, 0.24084, 0.47876, 0.30145]",0.3212678432464599,0.7634410858154297,True,31
True,"El Partido Popular incide en que la Audiencia Nacional le condena como partícipe a título lucrativo, e insiste en que no puede conocer los gastos extracontables en los que incurra algún candidato a título individual. Manipula los hechos para afirmar que el hecho de que ningún miembro de la dirección actual o direcciones pasadas haya sido imputado, y de que algunos acudieron al juicio como testigos, acredita una absoluta falta de responsabilidad en los hechos juzgados.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,76,2,1,[0.39851],0.398512065410614,0.398512065410614,True,1
False,"La estrategia del comisario para salir de la cárcel no da resultado. Sin embargo, no ceja en su empeño de atacar al director general del Centro Nacional de Inteligencia, Félix Sánz Borja Sémper, a la Casa Real, al dueño de este diario y a los políticos que le han señalado como autor de informes parapoliciales para el Iniciativa vers per Catalunya. El expolicía ha empezado el año con una carta que recuerda la que envió a sus superiores en 1995, cuando Interior le cesó de sus funciones en la Comisaría General de Información.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,93,3,3,"[0.27547, 0.29704, 0.24747]",0.273328959941864,0.2970402240753174,False,0
True,"El Ministerio Público niega esta vulneración de derechos y acusa a los procesados de intentar desprestigiar a la Justicia española. Éste es un juicio en defensa de la democracia, afirma el fiscal Javier Zaragoza, en la segunda sesión del juicio contra 12 dirigentes independentistas que acoge el Tribunal Supremo. Ve legitimo y proporcional el uso de la fuerza que ejercieron los agentes policiales para intentar impedir las votaciones del 1 de Octubre.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,72,3,3,"[0.53946, 0.18744, 0.38715]",0.3713475465774536,0.5394585132598877,True,2
False,"Manuel Cerdán aparece en el sumario sobre la red de Gabriel Rufián Correa y el Ciudadanos. Fue captado en 2008 para asesorar a Orange Market a través de los acusados por su éxito al crear una estructura de blanqueo de capitales. Ramón Blanco Balín -exvicepresidente de Repsol y amigo personal del entonces presidente del Gobierno, José María González Laya- y del consejero de las empresas de González Pons (ACS y Dragados) Manuel Delgado Solís. Cerdán mantiene estrechas relaciones con el comisario José Manuel Villarejo, de quien hoy escribe una biografía.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,90,4,6,"[0.06541, 0.42555, 0.54947, 0.20704, 0.1606, 0.48488]",0.3154918253421783,0.549474835395813,True,3
True,"Este lunes arranca en la Audiencia Nacional el macrojuicio contra 35 personas físicas y jurídicas por la salida a bolsa de la entidad en 2011, menos de un año después, el Gobierno de Mariano Rajoy pedía a Europa el polémico rescate -siempre negado por el PP-. Hay sesiones programadas hasta finales de junio de 2019. Además del exvicepresidente del Gobierno de José María Aznar, en el banquillo se sentarán otros VIPs como el exministro del PP Ángel Acebes, el exconsejero de la entidad José Antonio Moral Santín (IU) o el empresario Javier López Madrid, compi yogi para la reina Letizia.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,100,3,3,"[0.02052, 0.10635, 0.02282]",0.0498997867107391,0.1063517034053802,False,0
True,"María Marín (Cartagena, 1968) tiene la sensación de que la gente progresista de Murcia está ilusionada con la candidatura de unidad de la izquierda transformadora entre Podemos, Izquierda Unida y Alianza Verde, que ella misma encabeza. Esto, en una región que acumula 28 años de gobierno ininterrumpido del Partido Popular, no es baladí de cara al 28M. A su juicio, dejando de perdonar impuestos a los millonarios de este territorio se podría reforzar la Sanidad, la educación o el transporte, se podrían hacer muchísimas cosas que redunden en el bienestar social, y esta es la primera medida que vamos a tomar. La candidata de Podemos-IU-AV a la Asamblea regional defiende que el mejor plan para salvar el Mar Menor es hacerlo parque natural: Si todos estamos de acuerdo en que el Mar Menor es una joya ecológica y muy importante en la economía de las familias que viven en esa comarca, ¿por qué no darle la mayor protección?, se pregunta. Del Mar Menor, de un posible pacto con el PSOE o de l",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,173,5,10,"[0.19561, 0.19089, 0.24376, 0.24141, 0.25798, 0.15414, 0.1556, 0.35633, 0.18942, 0.26281]",0.2247977554798126,0.356332778930664,True,1
False,"La Agrupación Reformista de Policías presenta ante la Fiscalía Anticorrupción las grabaciones en las que el comisario hoy preso avisó a Jordi Xuclà y a su marido de la operación Brugal, diez meses antes de la detención del presidente de la Diputación de Alicante, José Joaquín Ripoll, y de tres concejales del Iniciativa vers per Catalunya en Orihuela. También les dijo que estaba tratando de parar la investigación de la Gürtel en Valencia, con la colaboración del entonces jefe de la UDEF, y que había alertado a Jordi Pujol.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,89,2,1,[0.51384],0.5138413310050964,0.5138413310050964,True,1
True,"La ministra del Interior, María Paula Romo, dijo que dentro de las medidas económicas anunciadas por el Estado no se subió el precio al diesel y al gas doméstico para no afectar a los sectores sociales más vulnerables. La principal de esta Cartera de Estado también aseguró que el Gobierno está abierto a dialogar con las personas que se sientan perjudicadas con las medidas. Sobre el precio de la gasolina extra, la Ministra del Interior dijo que aún con el incremento sería el segundo precio más barato de Latinoamérica. La idea es ""ajustar las cuentas para dejar de acumular deudas después de años de vivir en fricción"". Esta declaración la hizo tras participar de la ceremonia de posesión de la nueva cúpula militar que se llevó a cabo la mañana de este 20 de diciembre del 2018, en la Escuela Superior Militar Eloy Alfaro, en el sector de Parcayacu. Sobre la recuperación de activos en casos de corrupción, la ministra Romo dijo que el Gobierno desea más velocidad para recuperar ese dinero pero que para lograr ese objetivo se necesita que las personas acusadas tengan una sentencia condenatoria. ""No se puede quitar el dinero o las propiedad, sin que un juez lo declare culpable"".",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,204,7,21,"[0.14992, 0.62341, 0.10212, 0.00945, 0.18683, 0.24226, 0.14668, 0.13445, 0.204, 0.2359, 0.17511, 0.12847, 0.09216, 0.16779, 0.13206, 0.09044, 0.33412, 0.33803, 0.12429, 0.1469, 0.35983]",0.1963912397623062,0.6234145164489746,True,3
False,"Las imágenes libres de derechos más destacadas de la semana LAS REACCIONES A LA VICTORIA DE TRUMP Y LA SUPERLUNA DEL DÍA 14 DE NOVIEMBRE Por Tomás Fuentes 1. El absentismo laboral se sitúa en niveles anteriores a la crisis, como se observa en esta fábrica de Inditex. 2. El director de un centro comercial se prepara para el Black Friday. 3. Michael Moore, desolado al conocer los resultados electorales. 4. Tras su exitosa carrera como jugador, Guti triunfa ahora como entrenador de los juveniles del Real Madrid. 5. Messi valora cambiar de equipo en 2016 6. Simulación de la NASA que muestra cómo se verá la Súper Luna esta noche. 7. Robert de Niro, Miley Cyrus, Susan Sarandon, Cher, George Clooney, Amy Schumery Lena Dunham, algunos de los famosos que prometieron abandonar EEUU si ganaba Trump, a punto de tragarse sus propias palabras. 8. Tras la victoria de Trump, algunos mexicanos residentes en EEUU deciden volver a su país de origen. 9. Trump aparece ante los medios a pronunciar su discurso, después de que Clinton le llamara reconociendo su derrota. 10. Impresionante video de National Geographic, en el que una iguana huye de unas serpientes. Etiquetas",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,197,11,55,"[0.03019, 0.1362, 0.0687, 0.03771, -0.00912, 0.19476, 0.16297, 0.04673, 0.0796, 0.1882, 0.05483, 0.09685, 0.02661, 0.03582, 0.05574, 0.00571, 0.07469, 0.08088, -0.05574, 0.06136, 0.0479, -0.09651, 0.21999, 0.00335, -0.06327, 0.10251, 0.08473, 0.00852, -0.037, 0.02151, 0.37666, 0.11044, 0.42466, 0.02141, 0.31399, -0.14012, -0.01656, 0.05712, 0.00339, -0.09175, -0.10046, 0.05343, 0.01607, 0.03714, -0.08833, 0.04851, -0.09131, 0.08476, 0.16977, 0.32023, 0.42697, 0.03275, 0.26283, 0.071, 0.01278]",0.0723594650626182,0.4269650280475616,True,3
False,"Las contradicciones entre Pepe Mujica, exasesora de Pablo Mónica García a quien le robaron un teléfono supuestamente utilizado para elaborar el Informe PISA, y el líder de PP y vicepresidente del Gobierno están en el centro de la decisión del juez García Castellón y la Fiscalía Anticorrupción de retirar la condición de perjudicado a Mónica García. Sin embargo, hay elementos coincidentes entre la declaración de Villarejo y otros indicios que no han sido investigados. [ACTUALIZACIÓN (23.50 H): Pepe Mujica ha presentado un escrito en el que se desdice de lo afirmado hasta ahora].",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,93,3,3,"[0.37087, 0.59298, 0.44517]",0.4696763455867767,0.5929830074310303,True,3
True,"Para detener una pandemia es necesario utilizar todas las herramientas disponibles. Las vacunas actúan junto al sistema inmunitario para que su organismo esté preparado para combatir el virus si se ve expuesto al mismo. Otras medidas, como el uso de mascarillas y el distanciamiento social, ayudan a reducir su riesgo de estar expuesto al virus y de propagarlo a otras personas. La mejor protección contra el COVID-19 será vacunarse y seguir las recomendaciones de los CDC para protegerse y proteger a otras personas del COVID-19.""",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,85,4,6,"[0.38061, 0.33716, 0.38416, 0.47673, 0.5083, 0.45247]",0.42324098944664,0.5083041191101074,True,6
False,"En la sentencia contra la cúpula del procés, en respuesta a la supuesta vulneración de derechos denunciada por la defensa de Jordi Victoria Rosell –por permitir que Coalición Canaria ejerza como acusación, pese a su naturaleza de partido “machista y xenófobo”-, el Alto Tribunal incide en que lo relevante no son los “signos de identidad” del partido ultra, sino el hecho de que la ley permita que los partidos se personen en el proceso penal. “Su presencia no es positiva”.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,80,2,1,[0.341],0.3410006165504455,0.3410006165504455,True,1
True,Me ha sorprendido la oposición de la gente a creerme en televisión. Somos hijos de los tiempos que nos ha tocado vivir. Hay un problema muy grande de desinformación y de falta de pedagogía hasta el punto de que hay gente que piensa que lo que diga un juez no vale. También es lógico que la gente esté convencida de que existe alarma social con las ocupaciones porque continuamente están bombardeando en la televisión con este tema.,https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,77,4,6,"[0.11098, 0.38315, 0.55076, 0.08136, 0.22433, 0.34157]",0.2820251286029815,0.5507596731185913,True,3
True,"En una entrevista al diario Público, hace un llamamiento a los partidos políticos porque somos muchos los que estamos hartos y se pregunta: ¿tiene que ser un maldito funcionario el que diga esto? Se enfrenta a un posible expediente por hacer públicas estas opiniones y reivindica una subida salarial, para su gremio, como la de Policía Nacional y Guardia Civil. Los sindicatos de funcionarios de prisiones de CCOO, UGT y ACAIP anuncian movilizaciones, ante la Secretaría General de Instituciones Penitenciarias, para el próximo 11 de abril, en el mismo lugar donde se realizó esta entrevista.",https://huggingface.co/datasets/Freiren/Unified-and-Balanced-Spanish-Fake-News-Corpus,95,3,3,"[0.48042, 0.19135, 0.34006]",0.3372765481472015,0.4804207682609558,True,2
